clip_id,genre,genre_id,track_path,track_name,clip_path,start_sec,end_sec,duration_sec,segment_idx,track_idx,lyrics_text,lyrics_status,split
blues_006_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00006.wav,blues.00006,/Users/ashfaquesami/425_project/data/clips_10s/blues_006_1.wav,10.0,20.0,10.0,1,6,,pending,train
blues_006_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00006.wav,blues.00006,/Users/ashfaquesami/425_project/data/clips_10s/blues_006_2.wav,20.0,30.0,10.0,2,6,,pending,train
blues_007_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00007.wav,blues.00007,/Users/ashfaquesami/425_project/data/clips_10s/blues_007_0.wav,0.0,10.0,10.0,0,7,,pending,train
blues_007_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00007.wav,blues.00007,/Users/ashfaquesami/425_project/data/clips_10s/blues_007_1.wav,10.0,20.0,10.0,1,7,,pending,train
blues_007_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00007.wav,blues.00007,/Users/ashfaquesami/425_project/data/clips_10s/blues_007_2.wav,20.0,30.0,10.0,2,7,,pending,train
blues_008_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00008.wav,blues.00008,/Users/ashfaquesami/425_project/data/clips_10s/blues_008_0.wav,0.0,10.0,10.0,0,8,,pending,train
blues_008_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00008.wav,blues.00008,/Users/ashfaquesami/425_project/data/clips_10s/blues_008_1.wav,10.0,20.0,10.0,1,8,,pending,train
blues_008_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00008.wav,blues.00008,/Users/ashfaquesami/425_project/data/clips_10s/blues_008_2.wav,20.0,30.0,10.0,2,8,,pending,train
blues_009_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00009.wav,blues.00009,/Users/ashfaquesami/425_project/data/clips_10s/blues_009_0.wav,0.0,10.0,10.0,0,9,,pending,train
blues_009_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00009.wav,blues.00009,/Users/ashfaquesami/425_project/data/clips_10s/blues_009_1.wav,10.0,20.0,10.0,1,9,,pending,train
blues_009_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00009.wav,blues.00009,/Users/ashfaquesami/425_project/data/clips_10s/blues_009_2.wav,20.0,30.0,10.0,2,9,,pending,train
blues_010_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00010.wav,blues.00010,/Users/ashfaquesami/425_project/data/clips_10s/blues_010_0.wav,0.0,10.0,10.0,0,10,,pending,train
blues_010_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00010.wav,blues.00010,/Users/ashfaquesami/425_project/data/clips_10s/blues_010_1.wav,10.0,20.0,10.0,1,10,,pending,train
blues_010_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00010.wav,blues.00010,/Users/ashfaquesami/425_project/data/clips_10s/blues_010_2.wav,20.0,30.0,10.0,2,10,,pending,train
blues_011_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00011.wav,blues.00011,/Users/ashfaquesami/425_project/data/clips_10s/blues_011_0.wav,0.0,10.0,10.0,0,11,,pending,train
blues_011_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00011.wav,blues.00011,/Users/ashfaquesami/425_project/data/clips_10s/blues_011_1.wav,10.0,20.0,10.0,1,11,,pending,train
blues_011_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00011.wav,blues.00011,/Users/ashfaquesami/425_project/data/clips_10s/blues_011_2.wav,20.0,30.0,10.0,2,11,,pending,train
blues_012_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00012.wav,blues.00012,/Users/ashfaquesami/425_project/data/clips_10s/blues_012_0.wav,0.0,10.0,10.0,0,12,,pending,train
blues_012_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00012.wav,blues.00012,/Users/ashfaquesami/425_project/data/clips_10s/blues_012_1.wav,10.0,20.0,10.0,1,12,,pending,train
blues_012_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00012.wav,blues.00012,/Users/ashfaquesami/425_project/data/clips_10s/blues_012_2.wav,20.0,30.0,10.0,2,12,,pending,train
blues_013_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00013.wav,blues.00013,/Users/ashfaquesami/425_project/data/clips_10s/blues_013_0.wav,0.0,10.0,10.0,0,13,,pending,test
blues_013_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00013.wav,blues.00013,/Users/ashfaquesami/425_project/data/clips_10s/blues_013_1.wav,10.0,20.0,10.0,1,13,,pending,test
blues_013_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00013.wav,blues.00013,/Users/ashfaquesami/425_project/data/clips_10s/blues_013_2.wav,20.0,30.0,10.0,2,13,,pending,test
blues_014_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00014.wav,blues.00014,/Users/ashfaquesami/425_project/data/clips_10s/blues_014_0.wav,0.0,10.0,10.0,0,14,,pending,val
blues_014_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00014.wav,blues.00014,/Users/ashfaquesami/425_project/data/clips_10s/blues_014_1.wav,10.0,20.0,10.0,1,14,,pending,val
blues_014_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00014.wav,blues.00014,/Users/ashfaquesami/425_project/data/clips_10s/blues_014_2.wav,20.0,30.0,10.0,2,14,,pending,val
blues_015_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00015.wav,blues.00015,/Users/ashfaquesami/425_project/data/clips_10s/blues_015_0.wav,0.0,10.0,10.0,0,15,,pending,train
blues_015_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00015.wav,blues.00015,/Users/ashfaquesami/425_project/data/clips_10s/blues_015_1.wav,10.0,20.0,10.0,1,15,,pending,train
blues_015_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00015.wav,blues.00015,/Users/ashfaquesami/425_project/data/clips_10s/blues_015_2.wav,20.0,30.0,10.0,2,15,,pending,train
blues_016_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00016.wav,blues.00016,/Users/ashfaquesami/425_project/data/clips_10s/blues_016_0.wav,0.0,10.0,10.0,0,16,,pending,train
blues_016_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00016.wav,blues.00016,/Users/ashfaquesami/425_project/data/clips_10s/blues_016_1.wav,10.0,20.0,10.0,1,16,,pending,train
blues_016_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00016.wav,blues.00016,/Users/ashfaquesami/425_project/data/clips_10s/blues_016_2.wav,20.0,30.0,10.0,2,16,,pending,train
blues_017_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00017.wav,blues.00017,/Users/ashfaquesami/425_project/data/clips_10s/blues_017_0.wav,0.0,10.0,10.0,0,17,,pending,train
blues_017_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00017.wav,blues.00017,/Users/ashfaquesami/425_project/data/clips_10s/blues_017_1.wav,10.0,20.0,10.0,1,17,,pending,train
blues_017_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00017.wav,blues.00017,/Users/ashfaquesami/425_project/data/clips_10s/blues_017_2.wav,20.0,30.0,10.0,2,17,,pending,train
blues_018_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00018.wav,blues.00018,/Users/ashfaquesami/425_project/data/clips_10s/blues_018_0.wav,0.0,10.0,10.0,0,18,,pending,train
blues_018_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00018.wav,blues.00018,/Users/ashfaquesami/425_project/data/clips_10s/blues_018_1.wav,10.0,20.0,10.0,1,18,,pending,train
blues_018_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00018.wav,blues.00018,/Users/ashfaquesami/425_project/data/clips_10s/blues_018_2.wav,20.0,30.0,10.0,2,18,,pending,train
blues_019_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00019.wav,blues.00019,/Users/ashfaquesami/425_project/data/clips_10s/blues_019_0.wav,0.0,10.0,10.0,0,19,,pending,train
blues_019_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00019.wav,blues.00019,/Users/ashfaquesami/425_project/data/clips_10s/blues_019_1.wav,10.0,20.0,10.0,1,19,,pending,train
blues_019_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00019.wav,blues.00019,/Users/ashfaquesami/425_project/data/clips_10s/blues_019_2.wav,20.0,30.0,10.0,2,19,,pending,train
blues_020_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00020.wav,blues.00020,/Users/ashfaquesami/425_project/data/clips_10s/blues_020_0.wav,0.0,10.0,10.0,0,20,,pending,test
blues_020_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00020.wav,blues.00020,/Users/ashfaquesami/425_project/data/clips_10s/blues_020_1.wav,10.0,20.0,10.0,1,20,,pending,test
blues_020_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00020.wav,blues.00020,/Users/ashfaquesami/425_project/data/clips_10s/blues_020_2.wav,20.0,30.0,10.0,2,20,,pending,test
blues_021_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00021.wav,blues.00021,/Users/ashfaquesami/425_project/data/clips_10s/blues_021_0.wav,0.0,10.0,10.0,0,21,,pending,test
blues_021_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00021.wav,blues.00021,/Users/ashfaquesami/425_project/data/clips_10s/blues_021_1.wav,10.0,20.0,10.0,1,21,,pending,test
blues_021_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00021.wav,blues.00021,/Users/ashfaquesami/425_project/data/clips_10s/blues_021_2.wav,20.0,30.0,10.0,2,21,,pending,test
blues_022_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00022.wav,blues.00022,/Users/ashfaquesami/425_project/data/clips_10s/blues_022_0.wav,0.0,10.0,10.0,0,22,,pending,train
blues_022_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00022.wav,blues.00022,/Users/ashfaquesami/425_project/data/clips_10s/blues_022_1.wav,10.0,20.0,10.0,1,22,,pending,train
blues_022_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00022.wav,blues.00022,/Users/ashfaquesami/425_project/data/clips_10s/blues_022_2.wav,20.0,30.0,10.0,2,22,,pending,train
blues_023_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00023.wav,blues.00023,/Users/ashfaquesami/425_project/data/clips_10s/blues_023_0.wav,0.0,10.0,10.0,0,23,,pending,train
blues_023_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00023.wav,blues.00023,/Users/ashfaquesami/425_project/data/clips_10s/blues_023_1.wav,10.0,20.0,10.0,1,23,,pending,train
blues_023_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00023.wav,blues.00023,/Users/ashfaquesami/425_project/data/clips_10s/blues_023_2.wav,20.0,30.0,10.0,2,23,,pending,train
blues_024_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00024.wav,blues.00024,/Users/ashfaquesami/425_project/data/clips_10s/blues_024_0.wav,0.0,10.0,10.0,0,24,,pending,train
blues_024_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00024.wav,blues.00024,/Users/ashfaquesami/425_project/data/clips_10s/blues_024_1.wav,10.0,20.0,10.0,1,24,,pending,train
blues_024_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00024.wav,blues.00024,/Users/ashfaquesami/425_project/data/clips_10s/blues_024_2.wav,20.0,30.0,10.0,2,24,,pending,train
blues_025_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00025.wav,blues.00025,/Users/ashfaquesami/425_project/data/clips_10s/blues_025_0.wav,0.0,10.0,10.0,0,25,,pending,train
blues_025_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00025.wav,blues.00025,/Users/ashfaquesami/425_project/data/clips_10s/blues_025_1.wav,10.0,20.0,10.0,1,25,,pending,train
blues_025_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00025.wav,blues.00025,/Users/ashfaquesami/425_project/data/clips_10s/blues_025_2.wav,20.0,30.0,10.0,2,25,,pending,train
blues_026_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00026.wav,blues.00026,/Users/ashfaquesami/425_project/data/clips_10s/blues_026_0.wav,0.0,10.0,10.0,0,26,,pending,train
blues_026_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00026.wav,blues.00026,/Users/ashfaquesami/425_project/data/clips_10s/blues_026_1.wav,10.0,20.0,10.0,1,26,,pending,train
blues_026_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00026.wav,blues.00026,/Users/ashfaquesami/425_project/data/clips_10s/blues_026_2.wav,20.0,30.0,10.0,2,26,,pending,train
blues_027_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00027.wav,blues.00027,/Users/ashfaquesami/425_project/data/clips_10s/blues_027_0.wav,0.0,10.0,10.0,0,27,,pending,val
blues_027_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00027.wav,blues.00027,/Users/ashfaquesami/425_project/data/clips_10s/blues_027_1.wav,10.0,20.0,10.0,1,27,,pending,val
blues_027_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00027.wav,blues.00027,/Users/ashfaquesami/425_project/data/clips_10s/blues_027_2.wav,20.0,30.0,10.0,2,27,,pending,val
blues_028_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00028.wav,blues.00028,/Users/ashfaquesami/425_project/data/clips_10s/blues_028_0.wav,0.0,10.0,10.0,0,28,,pending,train
blues_028_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00028.wav,blues.00028,/Users/ashfaquesami/425_project/data/clips_10s/blues_028_1.wav,10.0,20.0,10.0,1,28,,pending,train
blues_028_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00028.wav,blues.00028,/Users/ashfaquesami/425_project/data/clips_10s/blues_028_2.wav,20.0,30.0,10.0,2,28,,pending,train
blues_029_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00029.wav,blues.00029,/Users/ashfaquesami/425_project/data/clips_10s/blues_029_0.wav,0.0,10.0,10.0,0,29,,pending,train
blues_029_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00029.wav,blues.00029,/Users/ashfaquesami/425_project/data/clips_10s/blues_029_1.wav,10.0,20.0,10.0,1,29,,pending,train
blues_029_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00029.wav,blues.00029,/Users/ashfaquesami/425_project/data/clips_10s/blues_029_2.wav,20.0,30.0,10.0,2,29,,pending,train
blues_030_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00030.wav,blues.00030,/Users/ashfaquesami/425_project/data/clips_10s/blues_030_0.wav,0.0,10.0,10.0,0,30,,pending,train
blues_030_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00030.wav,blues.00030,/Users/ashfaquesami/425_project/data/clips_10s/blues_030_1.wav,10.0,20.0,10.0,1,30,,pending,train
blues_030_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00030.wav,blues.00030,/Users/ashfaquesami/425_project/data/clips_10s/blues_030_2.wav,20.0,30.0,10.0,2,30,,pending,train
blues_031_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00031.wav,blues.00031,/Users/ashfaquesami/425_project/data/clips_10s/blues_031_0.wav,0.0,10.0,10.0,0,31,,pending,train
blues_031_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00031.wav,blues.00031,/Users/ashfaquesami/425_project/data/clips_10s/blues_031_1.wav,10.0,20.0,10.0,1,31,,pending,train
blues_031_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00031.wav,blues.00031,/Users/ashfaquesami/425_project/data/clips_10s/blues_031_2.wav,20.0,30.0,10.0,2,31,,pending,train
blues_032_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00032.wav,blues.00032,/Users/ashfaquesami/425_project/data/clips_10s/blues_032_0.wav,0.0,10.0,10.0,0,32,,pending,val
blues_032_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00032.wav,blues.00032,/Users/ashfaquesami/425_project/data/clips_10s/blues_032_1.wav,10.0,20.0,10.0,1,32,,pending,val
blues_032_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00032.wav,blues.00032,/Users/ashfaquesami/425_project/data/clips_10s/blues_032_2.wav,20.0,30.0,10.0,2,32,,pending,val
blues_033_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00033.wav,blues.00033,/Users/ashfaquesami/425_project/data/clips_10s/blues_033_0.wav,0.0,10.0,10.0,0,33,,pending,train
blues_033_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00033.wav,blues.00033,/Users/ashfaquesami/425_project/data/clips_10s/blues_033_1.wav,10.0,20.0,10.0,1,33,,pending,train
blues_033_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00033.wav,blues.00033,/Users/ashfaquesami/425_project/data/clips_10s/blues_033_2.wav,20.0,30.0,10.0,2,33,,pending,train
blues_034_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00034.wav,blues.00034,/Users/ashfaquesami/425_project/data/clips_10s/blues_034_0.wav,0.0,10.0,10.0,0,34,,pending,test
blues_034_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00034.wav,blues.00034,/Users/ashfaquesami/425_project/data/clips_10s/blues_034_1.wav,10.0,20.0,10.0,1,34,,pending,test
blues_034_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00034.wav,blues.00034,/Users/ashfaquesami/425_project/data/clips_10s/blues_034_2.wav,20.0,30.0,10.0,2,34,,pending,test
blues_035_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00035.wav,blues.00035,/Users/ashfaquesami/425_project/data/clips_10s/blues_035_0.wav,0.0,10.0,10.0,0,35,,pending,val
blues_035_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00035.wav,blues.00035,/Users/ashfaquesami/425_project/data/clips_10s/blues_035_1.wav,10.0,20.0,10.0,1,35,,pending,val
blues_035_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00035.wav,blues.00035,/Users/ashfaquesami/425_project/data/clips_10s/blues_035_2.wav,20.0,30.0,10.0,2,35,,pending,val
blues_036_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00036.wav,blues.00036,/Users/ashfaquesami/425_project/data/clips_10s/blues_036_0.wav,0.0,10.0,10.0,0,36,,pending,train
blues_036_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00036.wav,blues.00036,/Users/ashfaquesami/425_project/data/clips_10s/blues_036_1.wav,10.0,20.0,10.0,1,36,,pending,train
blues_036_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00036.wav,blues.00036,/Users/ashfaquesami/425_project/data/clips_10s/blues_036_2.wav,20.0,30.0,10.0,2,36,,pending,train
blues_037_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00037.wav,blues.00037,/Users/ashfaquesami/425_project/data/clips_10s/blues_037_0.wav,0.0,10.0,10.0,0,37,,pending,train
blues_037_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00037.wav,blues.00037,/Users/ashfaquesami/425_project/data/clips_10s/blues_037_1.wav,10.0,20.0,10.0,1,37,,pending,train
blues_037_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00037.wav,blues.00037,/Users/ashfaquesami/425_project/data/clips_10s/blues_037_2.wav,20.0,30.0,10.0,2,37,,pending,train
blues_038_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00038.wav,blues.00038,/Users/ashfaquesami/425_project/data/clips_10s/blues_038_0.wav,0.0,10.0,10.0,0,38,,pending,train
blues_038_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00038.wav,blues.00038,/Users/ashfaquesami/425_project/data/clips_10s/blues_038_1.wav,10.0,20.0,10.0,1,38,,pending,train
blues_038_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00038.wav,blues.00038,/Users/ashfaquesami/425_project/data/clips_10s/blues_038_2.wav,20.0,30.0,10.0,2,38,,pending,train
blues_039_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00039.wav,blues.00039,/Users/ashfaquesami/425_project/data/clips_10s/blues_039_0.wav,0.0,10.0,10.0,0,39,,pending,train
